ID,Tweets,clean_tweets,Social,Historical,Dehumanization,Accusation,Attack,Loyalty,Threat
1529678974611095552,"@maryanti_oemar @Nicho_Silalahi Bukan sekedar HOAX !!! 
Hoax yg dikemas dng Agama dlm politik identitas sangat berbahaya. Krn ada doktrin radikal bahkan doktrin teroris yg disemburkan",isu bohong isu bohong kemas dng agama dlm politik identitas bahaya doktrin radikal doktrin teroris sembur,1,0,0,1,0,0,0
1529677221484302336,"@maryanti_oemar @Nicho_Silalahi Peran media sangat vital di era digital, mereka membentuk koloni digital sesat u/ merusak kerja nyata, karya nyata dan keberhasilan pemerintahan Jokowi.",peran media vital era digital bentuk koloni digital sesat rusak kerja nyata karya nyata hasil perintah jokowi,0,0,0,1,0,0,0
1529676172795080704,"@maryanti_oemar @Nicho_Silalahi Modus propaganda digital mmg hrs dilawan jng diam, krn mereka SENGAJA MEMBELOKKAN FAKTA UNTUK MERUSAK NEGERI",modus propaganda digital mmg lawan jng diam sengaja belok fakta rusak negeri,0,0,0,1,0,0,0
1529674911765057536,"@maryanti_oemar @Nicho_Silalahi Orang2 spt dia mengais duit receh demi kebutuhan hidupnya dng cara menjilat, menghasut dan merusak negeri",kais duit receh butuh dng jilat hasut rusak negeri,0,0,0,1,0,0,0
1529672989003816960,@maryanti_oemar @Nicho_Silalahi PENJILAT penebar kebodohan informasi sesat,jilat tebar bodoh informasi sesat,0,0,0,1,0,0,0
1529661849137864704,"@Mdy_Asmara1701 Ocean sampah 
Event gagal 
Rugi trilyunan 
Sponsor minuman keras 
Dikemas dng cara apapun Formula E tetap penuh KEBOHONGAN DAN TIPU-TIPU khas Anies Baswedan dan antek2 nya",ocean sampah event gagal rugi trilyunan sponsor minum keras kemas dng apa formula e penuh bohong tipu tipu khas anies baswedan antek,0,0,0,1,0,0,0
1529659250904993792,"Ada bauuuk radikal 
Ada bauuuk teroris 
DARI MULUT SOMAD",bauuuk radikal bauuuk teroris mulut somad,0,0,0,1,0,0,0
1529512192680284161,"@Maya83206301 Pantes RUGI TRILYUNAN RUPIAH ....
Panitianya bingung 
Pembalapnya bingung 
",pantes rugi trilyunan rupiah panitia bingung balap bingung,0,0,0,1,0,0,0
1529500164380995584,@RAISYAELBIX1s @aniesbaswedan Kadal ompong penista gigi ,kadal ompong nista gigi,0,0,1,0,0,0,0
1529497871547977728,@RAISYAELBIX1s @aniesbaswedan Yanan PESEK benar2 bajingan tengik ...merusak segalanya seenaknya sendiri https://t.co/IqZqAyZQFl,yanan pesek bajing tengik rusak,0,0,1,0,0,0,0
1529479297072672768,@alextham878 Ustadz kok ngurus pakaian wanita ...urus saja akhlak dia sendiri yg bobrok ngacengan ,ustadz urus pakai wanita urus akhlak bobrok ngacengan,0,0,0,1,0,0,0
1529473597055479810,"Telkom ....??? 
Sudah lama itu ada bauk radikal ada bauk teroris 
",telekomunikasi bauk radikal bauk teroris,0,0,0,1,0,0,0
1529473308793573382,@alextham878 Aku justru muak dan tdk suka dng Somad,muak suka dng somad,0,0,1,0,0,0,0
1529467839689543680,"HALLO BAPAK MUI ....
Minuman keras beralkohol SUDAH HALAL ya sekarang. 
Oh MAJELIS 
Oh ULAMA 

 Akhlakmu AMBROL https://t.co/hMhKziTprM",hallo mui minum keras alkohol halal majelis ulama akhlak ambrol,0,0,0,1,0,0,0
1529465024044969984,"JANGAN DIUSUT ....!!! 
KPK RI pasti TIDAK TAHU APA2 tentang Formula E 
Ruginya baru 1 trilyun lbh ....biarin DIHALALKAN SAMA ANIES ",usut kpk ri formula e rugi trilyun lbh biarin halal anies,0,0,0,1,0,0,0
1529463575059632136,"Anies segera DIPROSES HUKUM apa tidak bisa yaaaaa ? 
Drpd semua dilanggar spt ini",anies proses hukum yaaaaa drpd langgar,0,0,0,0,0,0,0
1529463160716943360,@ulum_darkum Aku dan seluruh keluarga besarku HARAMKAN SOMAD ,keluarga ku haram somad,0,0,1,0,0,0,0
1529411429261930496,"CUKUP DENGAN FORMULA E 
Anies BATAL JADI CAPRES 2024 
usut tuntas https://t.co/Yw6rBqJ0nK",formula e anies batal capres usut tuntas,1,0,0,0,0,0,0
1529410621426372608,"JANCOK ... HARAM 
Horam-haram ternyata produk minuman beralkohol MEREKA JADIKAN SPONSOR JUGA ...

 Kadrun halalkan segala cara https://t.co/PCfycljM4T",jancok haram horam haram produk minum alkohol jadi sponsor kadrun halal,0,0,1,0,0,0,0
1529408896200167424,"Asuuuuu ....!!!
Politik Identitas Asuuuu",asuuuuu politik identitas asuuuu,1,0,1,1,0,0,0
1529407956227264512,@Adnanad75579946 @Dennysiregar7 @KPK_RI Wkwkwk ...kadrun sok suci mereka biasa mabok juga,kadrun sok suci mabok,0,0,1,0,0,0,0
1529405479100698625,@Adnanad75579946 @Dennysiregar7 @KPK_RI Mending minum bir ....seger,lebih baik minum bir seger,0,0,1,0,0,0,0
1529405371202228224,"@Adnanad75579946 FORMULA E 
Event spektakuler yg mempertontonkan KERUGIAN TRILYUNAN RUPIAH ....aseeeek",formula e event spektakuler tonton rugi trilyunan rupiah aseeeek,0,0,0,0,0,0,0
1529403369185349632,"@Adnanad75579946 @Dennysiregar7 @KPK_RI Wkwkwk ....
PEMBOHONG ...PENIPU ...kok didukung ? HARAM ",bohong tipu dukung haram,0,0,0,1,0,0,0
1529402820834652160,@muzlim411 @AgusSup39161217 @musniumar HTI membuka kedoknya sendiri ternyata kamu manusia bobrok doyan pantat ,hti buka kedok manusia bobrok doyan pantat,0,0,1,1,0,0,0
1529364818678861824,"@muzlim411 @AgusSup39161217 @musniumar Ajaran sesat ....HTI TIDAK PERLU DIIKUTI, kamu juga sdh sesat ya",ajar sesat hti ikut sesat,0,0,0,0,0,0,0
1529359192452042752,"@alextham878 Ingat !!! 
PDIP sekedar partai, sekedar kendaraan politik, jika PDIP TIDAK DAPAT DUKUNGAN RAKYAT MAKA PDIP TIDAK AKAN MENJADI PARTAI PENGUASA.

 kader PDIP HATI2 KALO BICARA !!!",pdip partai kendara politik pdip dukung rakyat pdip partai kuasa kader pdip hati bicara,1,0,0,0,0,0,0
1529329210820468736,"NEGARA MANALAGI YG MAU MENOLAK SOMAD ...? 
Mk nya jng suka meng KAPIR-KAPIRKAN orang lain 
 https://t.co/bnONvGeOJm",negara tolak somad jng suka meng kapir kapirkan,0,0,0,0,0,0,0
1529328501555220481,@Thalomoan1 @erickthohir Membenci negeri sendiri ...apa gak ngeri kalo kita sikapi manusia spt itu ???,benci negeri ngeri sikap manusia,1,0,0,1,0,0,0
1529323809945157632,Mrongos gigi beracun ingin menebar racun di Singapura,mrongos gigi racun tebar racun singapura,0,0,0,1,0,0,0
1529323333229023232,@Tiorida123 @SamsulA44787617 Anies satu2 Gubernur di Indonesia yg WAJIB BOHONG,anies gubernur indonesia wajib bohong,0,0,0,1,0,0,0
1529323018870087680,@Maya83206301 Anies bohong hukumnya WAJIB ,anies bohong hukum wajib,0,0,0,1,0,0,0
1529318917797052417,@Ghurem2 Lumayan ...bisa membuka lapangan kerja,lumayan buka lapang kerja,0,0,0,0,0,0,0
1529304287800860672,@BungkusTukang Politik TAEK ASU kok didukung ...yg dukung komplotan Yaman Pesek berteman dng setan,politik taek asu dukung dukung komplot yaman pesek teman dng setan,1,0,1,1,0,0,0
1529299703661113344,Wan BONG ...siap merusak Negeri  https://t.co/qkSpisguho,wan bong rusak negeri,0,0,0,1,0,0,0
1529298490437693441,"@MARQUEZ__93 @bachrum_achmadi Jangan diusut 
Jangan ditindak tegas 
Yuk kita tonton pameran korupsi di Formula E sampe bosan ....
",usut tindak yuk tonton pamer korupsi formula e bosan,1,0,0,1,0,0,0
1529298191157297152,@TanHuihui19 @Mdy_Asmara1701 Wan HONG raja setan https://t.co/0kqx0a2EeN,wan hong raja setan,0,0,1,0,0,0,0
1529294400924176385,@Penyuka_ombak Yg bener spt Negara Mesir ...tangkap tembak mati ,negara mesir tangkap tembak mati,0,0,0,0,0,0,1
1529294119603818496,@1Aradina Yaman PESEK nebar virus SAKIT GILA ,yaman pesek nebar virus sakit gila,0,0,1,1,0,0,0
1529291842180616192,@djokoAdv Aseeeek tontonan gratis aksi pejabat busuk ,aseeeek tonton gratis aksi jabat busuk,0,0,1,1,0,0,0
1529171184968880128,"BUKAN KORUPSI BOS 
Cuma rugi trilyunan rupiah saja aseeeek .... https://t.co/nVlY9KlEYz",korupsi bos rugi trilyunan rupiah aseeeek,1,0,0,1,0,0,0
1529170141463752704,"Rugi trilyunan kok mau PAWAI ??? 
Pake duit negara apa tidak itu Formula E ? 
Aseeeek tontonan korupsi GRATIS ",rugi trilyunan pawai pakai duit negara formula e aseeeek tonton korupsi gratis,1,0,0,1,0,0,0
1529169708875886592,Sebaiknya SANDIAGA UNO DIPECAT sekarang juga ....BAHAYA,sandiaga uno pecat bahaya,0,0,0,1,0,0,0
1529166969005477889,Hanya Anies YG BOLEH KORUPSI ....aseeeek Negeriku ,anies korupsi aseeeek negeri ku,1,0,0,1,0,0,0
1529165875961466880,"Anggap saja ANIES ADALAH MANUSIA PALING BENAR DI INDONESIA ....
Benar2 pembohong ",anggap anies manusia indonesia bohong,0,0,0,1,0,0,0
1529162552755691521,Tdk ada yg dikorupsi Bos ...cuma rugi trilyunan rupiah ...ASEK ,korupsi bos rugi trilyunan rupiah asyik,1,0,0,1,0,0,0
1529162345737400320,"JANGAN DIUSUT !!! 
Tonton saja KEBOHONGAN sampe Balapan Formula E selesai ...
Anggap saja Rakyat Indonesia tdk mengerti ttg KORUPSI ...
 https://t.co/fNOZJJdGfL",usut tonton bohong balap formula e selesai anggap rakyat indonesia erti korupsi,1,0,0,1,0,0,0
1529161203427053568,@GreatOfKratos 212 Mart itu BANGKRUT gara2 promosi ngawor spt itu ,mart bangkrut gara promosi ngawor,0,0,0,1,0,0,0
1529159526233952256,"@FeroS62733512 Mau mempermalukan orang lain ...
Siapapun Soekarno, tetap sbg Proklamator RI dan Presiden Pertama RI yg WAJIB AKU HORMATI. 
Woy ....TV ONE ...apa maksudnya itu ???",malu soekarno sbg proklamator ri presiden ri wajib hormat woy tv one maksud,1,0,0,0,0,0,0
1529158234157633536,"Dicap RADIKAL tdk mau 
Dicap EKTRIMIS tdk mau 

teros maunya JADI ORANG SOK SUCI YG PENUH CACI-MAKI ???",cap radikal cap ektrimis ros sok suci penuh caci maki,0,0,0,1,0,0,0
1529157291416485888,@alextham878 Zonky kan prnh bantu dana teroris ....kok tdk diusut ya ? ,zonky bantu dana teroris usut,0,0,0,0,0,0,1
1529156759213858816,"@Max233146471 Wkwkwk ....gitu ngaku USTADZ ??? 
Oh NGULAMA ...dosa lho ",aku ustadz ngulama dosa lho,0,0,0,1,0,0,0
1529155760713740289,"USTADZ NGAWOR 
Kalo dia yg caci-maki dan meng KAPIR-KAPIRKAN ORANG LAIN ...bagaimana ? https://t.co/yt4N9gFiiK",ustadz ngawor caci maki meng kapir kapirkan,0,0,0,1,0,0,0
1529153317242146816,@Thalomoan1 @MNW_MNW_MNW kamu jaminkan istrimu gitu ....laki2 cap opo kamu itu ...,jamin istri laki cap opo,0,0,0,0,0,0,0
1529152528436252672,@Ghurem2 Panggil Tukang Gigi PALSU saja biar sembuh,panggil tukang gigi palsu sembuh,0,0,0,1,0,0,0
1529152343484211202,@GarengHallu Panggil Tukang Gigi PALSU ajaaa,panggil tukang gigi palsu ajaaa,0,0,0,0,0,0,0
1529152229609213952,"@tony_upr Lha dia doyan kawin cerai itu bgmn ? 
Kalo org bukan ulama ngaku ulama ya gitu NGAWOR BACOTNYA",lha doyan kawin cerai org ulama aku ulama ngawor banyak bicara,0,0,0,1,0,0,0
1529151885164179456,"RUDAL CAP GIGI 
Wkwkwk ....modelmu Mad-Somad koyok telek https://t.co/M76YmD4fBG",rudal cap gigi model mad somad koyok telek,0,0,1,0,0,0,0
1529150870998331392,@Madebylaluna @detikcom Anies semakin baik nti Oktober 2022 suruh minggat dr Balai Kota,anies nti oktober suruh minggat dr balai kota,0,0,0,0,0,0,0
1529149911404400641,@SantorinisSun Sdh rugi besar msh juga banyak tingkah FORMULA E,rugi tingkah formula e,0,0,0,1,0,0,0
1529149711206076416,@alextham878 Somad jng diajak ...jatuh nti,somad jng ajak jatuh nti,0,0,0,0,0,0,0
1529149546453868544,"@_MbakSri_ Hukum tdk berlaku surut, kalo mmg namanya sdh terlanjur 1 kata bgmn ? 
",hukum surut mmg nama lanjur,0,0,0,0,0,0,1
1529146425719652354,"Betul 100% !!! 
Doktrin sesat sangat berbahaya bagi keutuhan negara.",doktrin sesat bahaya utuh negara,0,0,0,1,0,0,0
1529145117969293313,@Tinavi78Terpal @musniumar Kirimen ng omahe Somad,kirimen ng omahe somad,0,0,1,0,0,0,0
1529143884202135552,@Prasojo077 @Maya83206301 @SantorinisSun Pengen piknik ke Singapura aja ditolak ...wkwkwk ada apa denganmu Somad ?,piknik singapura tolak somad,0,0,1,0,0,0,0
1529142533309095936,@Maya83206301 @Prasojo077 @SantorinisSun Dibilang bukan ULAMA mala pamer gigi ,bilang ulama mala pamer gigi,0,0,0,1,0,0,0
1529142335539273729,@Ghurem2 Itu kelompok pengamat jahat temannya setan ,kelompok amat jahat teman setan,0,0,1,1,0,0,0
1529142196061888512,@_MbakSri_ Oalah Cak IMIN ...obatnya diminum dulu Cak ...wah-wah sampean tambah nemen sakitnya ,oalah cak imin obat minum cak sampean nemen sakit,0,0,0,0,0,0,0
1529141491506941952,"JANGAN DIUSUT 
Jangan ditindak tegas 
Mumpung ada program WAJIB BOHONG ",usut tindak program wajib bohong,0,0,0,1,0,0,0
1529140666344910850,@alextham878 Diusung pake Kuda Lumping ajaaa sambil makan beling ,usung pakai kuda lumping ajaaa makan beling,0,0,1,0,0,0,0
1529140460337238016,@Madebylaluna @Helmi_Felis Blom sembuh juga dia dr RSJ,blom sembuh dr rsj,0,0,0,0,0,0,0
1529139992877879297,"Anggap saja KPK RI tidak ada
Kejaksaan RI tidak ada 
POLRI juga tidak ada 

 bebaskan kebohonganmu ",anggap kpk ri jaksa ri polri bebas bohong,0,0,0,1,0,0,0
1529139566023651328,"JANGAN DIUSUT 
Jangan ditindak ...
Tonton saja Formula E sampe selesai ...kira2 lucu apa tidak ?

",usut tindak tonton formula e selesai lucu,0,0,0,0,0,0,0
1529138862085156864,"RUGI KOK BANGGA 
Nipunya dimana ?
Bohongnya dimana ?
Korupsinya dimana ? 
Kok bisa rugi trilyunan rupiah 
 https://t.co/1p4jW7kMFr",rugi bangga nipunya bohong korupsi rugi trilyunan rupiah,1,0,0,1,0,0,0
1529137422574923776,@Thalomoan1 Hihihi ....dia deket banget lho sama Wan HONG ...ati2 ,hihihi deket lho wan hong ati,0,0,1,0,0,0,0
1529137144312127489,"Isinya RUGI BESAR 1 TRILYUN RUPIAH LEBIH ....
Balapan blm mulai kok sdh rugi ??? Wkwkwk ...ini balapan habisin APBD namanya bukan Formula E ...

 bauuuk KORUPSI Bos ",isi rugi trilyun rupiah balap rugi balap habisin apbd nama formula e bauuuk korupsi bos,1,0,0,1,0,0,0
1528942462869286912,@1Aradina Saya pernah ke Candi Hambalang ....lsg kabor ketakutan ...banyak setannya disana ,candi hambalang lsg kabur takut setan,0,0,1,0,0,0,0
1528764890327814144,Program WAJIB BOHONG dari Anies ,program wajib bohong anies,0,0,0,1,0,0,0
1528763328083857410,@Rizmaya__ Wajah putus asah yg sdh waktunya pulang ....,wajah putus asah pulang,0,0,0,0,0,0,0
1528763133937889280,@Penyuka_ombak Nopel OMPONG ciptaan kadrun dng nomor seri : XXX212 ,nopel ompong cipta kadrun dng nomor seri xxx,0,0,1,0,0,0,0
1528762666952470528,"PROGRAM WAJIB BOHONG 
Yg direncanakan oleh Gubernur DKI telah berjalan dng baik tanpa kerja dan pertanggung jawaban sama sekali. 
",program wajib bohong rencana gubernur dki jalan dng kerja tanggung,0,0,0,1,0,0,0
1528735349857394688,@Ghurem2 Anies WAJIB BOHONG kpd publik,anies wajib bohong publik,0,0,0,1,0,0,0
1528735076606889985,@sjahtie Gigi kalo tdk tertib ya gitu ....bicaranya kotor dan kasar gitu ngaku Ustadz ...telek-telek Mad ...lambemu bosok,gigi tertib bicara kotor kasar aku ustadz telek telek mad lambe bosok,0,0,0,1,0,0,0
1528732987608551425,@Cintada16 Badut Tua ....nebar jenggot ,badut tua nebar jenggot,0,0,1,0,0,0,0
1528732812013993984,@1Aradina Khilafah digebuk saja ...sdh jelas MERUSAK KEUTUHAN NKRI,khilafah gebuk rusak utuh nkri,0,0,0,1,0,0,0
1528730417800437760,@firzahusainInc Oh Negeriku ...bebanmu sangat beras hrs memberi gaji n tunjangan kpd oknum DPD yg tdk punya loyalitas kpd bangsa dan negara,negeri ku beban beras gaji tunjang oknum dpd loyalitas bangsa negara,0,0,0,1,0,0,0
1528729633042051073,@_MbakSri_ Hiii serem ....awas digigit Somad,hiii rem awas gigit somad,0,0,1,0,0,0,0
1528727884256333824,@NyaiiBubu Nur ....embek-embek duzzzz ,nur embek embek duzzzz,0,0,1,0,0,0,0
1528662877699092480,@Thalomoan1 Narasi tipu-tipu agar tetap dianggap sbg politisi ,narasi tipu tipu anggap sbg politis,0,0,0,1,0,0,0
1528661725523763201,@CAKMUS88428468 Anies SAKIT JIWA ...pendukungnya banyak yg tertular ,anies sakit jiwa dukung tular,0,0,0,1,0,0,0
1528658586481479680,Miyabi batal krn sdh janjian ktm aku ,miyabi batal janji ktm,0,0,0,0,0,0,0
1528657993117577216,"@NyaiiBubu Oalah Nak ...mk nya jng jd Anak Manja ...
Mimpin partai kok lucu gitu ",oalah nak jng anak manja mimpin partai lucu,0,0,0,1,0,0,0
1528657657342570496,@Maya83206301 Baru tdk ditolak kalo dimasukkan penjara di Singapura ,tolak masuk penjara singapura,0,0,0,0,0,0,1
1528654782201667585,Pake pura-pura kaget segala ....sikat habis APBD ,pakai pura pura kaget sikat habis apbd,0,0,0,1,0,0,0
1528646983589580801,"Menkeu Singapura hanya tersenyum ...."" mana mungkin loe bisa nipu gue ? "" 

",menkeu singapura senyum tipu,0,0,0,1,0,0,0
1528646734045323264,Manusia paling munafik yg ditolak masuk Surga ...bersabda ,manusia munafik tolak masuk surga sabda,0,0,0,1,0,0,0
1528646352166473728,Nipuuu teros sampe jatuh korban ,nipuuu ros jatuh korban,0,0,0,1,0,0,0
1528645215069736960,RR sdh SAKIT JIWA AKUT ....segera bawa ke RSJ,rr sakit jiwa akut bawa rsj,0,0,0,0,0,0,0
1528643937757499392,Setan jomblo pengkianat bangsa,setan tidak punya pacar pengkianat bangsa,0,0,0,1,0,0,0
1528557833989464064,@_memoryusang Aku pengangguran sukses lho ...nti km kecewa ,anggur sukses lho nti kecewa,0,0,0,1,0,0,0
1528553373020000256,@EllyKoro @Thalomoan1 Mk nya punya gigi itu diatur BIAR TERTIB BACOTNYA ,gigi atur tertib banyak bicara,0,0,0,0,0,0,0
1528552729244672001,@Muhamma15022310 Kalo hidup berpolitik hanya ingin merampok kekuasaan sampe matipun mereka tdk akan prnh berhasil.,politik rampok kuasa mati hasil,0,0,0,1,0,0,0
1528549459205926912,@_memoryusang Aku males kerja ...ini lg asek bahas ekstrimis yg ditolak Singapura,males kerja asyik bahas ekstrimis tolak singapura,0,0,0,1,0,0,0
1528540836991934464,@LoydeAritonang @MNW_MNW_MNW Jidatnya dikasih tanda kalo sdh sesat ,jidat kasih tanda sesat,0,0,0,1,0,0,0
1528539878194958336,"@MrsRachelIn @H4l1mun_D1n61n Pria penakut 
Takut kalo istri NGANGKANG ",pria takut takut istri ngangkang,0,0,0,0,0,0,0
1528539393287344128,@sjahtie Dhani GOBLOKNYA nambah teros,dhani bodoh nambah ros,0,0,0,1,0,0,0
1528538542187552768,@Pai_C1AB Kudo'a kan ...MUI banyak duit dr hasil menjilat Anies,kudo a mui duit dr hasil jilat anies,0,0,0,1,0,0,0
1528536595686518784,@Rani_Kancana Tersangka yg diawetkan oleh proses hukum sontoloyo,sangka awet proses hukum sontoloyo,0,0,0,1,0,0,0
1528534954946068480,"@MNW_MNW_MNW JIDAT GOSONG Phobia 
JIDAT ITEM Phobia https://t.co/ZcD40Bp8ZN",jidat gosong phobia jidat hitam phobia,0,0,1,0,0,0,0
1528533501754019840,Somad hrs diusir dr NKRI,somad usir dr nkri,0,0,0,0,0,0,0
1528532193961578496,Narasi sesat khas kaum radikal radikul pendukung khilafah ....muka penjilat istri dijadikan jaminan ....TOPA BUSUK JIN BOTOL,narasi sesat khas kaum radikal radikul dukung khilafah muka jilat istri jadi jamin topa busuk jin botol,0,0,0,1,0,0,0
1528531318392295424,Ngaji sono Met yg bener ...Slamet ngajinya sesat mk nya GOBLOK,ngaji sono met slamet ngajinya sesat bodoh,0,0,0,1,0,0,0
1528529860649398272,"PENDUKUNG KHILAFAH NONGOL SEMUA ...
Gara2 Somad ditolak Singapura ...
Malu2 in Mad ...kedokmu terbongkar ...DASAR EKSTRIMIS",dukung khilafah nongol gara somad tolak singapura malu in mad kedok bongkar dasar ekstrimis,1,0,0,1,0,0,0
1528529202474909697,@mbahbon9 Dibohongi khilafah kok mau ...goblok-goblok ,bohong khilafah bodoh bodoh,0,0,0,1,0,0,0
1528529046736211968,"@muzlim411 @musniumar Lho ...kamu antek khilafah ya ? 
Bakal sengsara hidupmu",lho antek khilafah sengsara,0,0,0,1,0,0,0
1528525384756539392,Ustadz MRONGOS ...perusak giigi,ustadz mrongos rusak giigi,0,0,1,1,0,0,0
1528524451704279040,@muzlim411 @musniumar Diangkut pake giginya ekstrimis,angkut pakai gigi ekstrimis,0,0,1,0,0,0,0
1528417927371730944,"ATM GAK DOYAN DUIT 
Td mau setor ke ATM DITOLAK TEROS ...gara2 setor pake duit Rp 75 ribuan ...

 mungkim dampak Somad ditolak Singapura ",atm doyan duit setor atm tolak ros gara setor pakai duit rp ribu mungkim dampak somad tolak singapura,0,0,0,0,0,0,0
1528415009851641856,"Pengen belikan Somad tiket pesawat ke Singapura 
",belikan somad tiket pesawat singapura,0,0,0,0,0,0,0
1528414722722258948,@opini_publick Awas nabrak Patung Kuda,awas nabrak patung kuda,0,0,0,0,0,0,0
1528412395390980096,@AgungSu76387898 Ganti gigi kuda nil aja,ganti gigi kuda nil,0,0,1,0,0,0,0
1528412315426562053,"@Thalomoan1 Ekstrimis MRONGOS 
Berhentilah main Tik-Tok 
Coba main ke Singapura KALO BERANI ???? 

",ekstrimis mrongos henti main tik tok coba main singapura berani,0,0,0,1,0,0,0
1528411050512510976,@YRadianto @fadlizon Inget Mbak Ratna Sarumpaet ,inget mbak ratna sarumpaet,0,0,1,0,0,0,0
1528410827052634113,Pantes Anies rakus APBD,pantes anies rakus apbd,0,0,0,1,0,0,0
1528409894323269632,"@_MbakSri_ Wes opo o Cak Imin 
Awakmu ojok dadi badut teros",wes opo o cak imin ojok dadi badut ros,0,0,1,0,0,0,0
1528408672077877250,"INDONESIA ANTI KHILAFAH
Keren ...
Rakyat semakin cerdas 
Rakyat semakin bijak 
Menolak faham Khilafah",indonesia anti khilafah keren rakyat cerdas rakyat bijak tolak faham khilafah,1,0,0,0,0,1,0
1528400253069561857,@AgungSu76387898 Kasih ke Anies ajaaaa suruh habisin ,kasih anies ajaaaa suruh habisin,0,0,0,0,0,0,0
1528399901272379392,@Ghurem2 Marketing ciptaan Wan HONG Si Tukang Bohong alias Anies Baswedaaaan,marketing cipta wan hong tukang bohong alias anies baswedaaaan,0,0,0,1,0,0,0
1528399673920090112,Asli Arab ....bugil bareng-bareng ...alhamdulillah,asli arab bugil bareng bareng,0,0,0,0,0,0,0
1528313518839111681,"@musniumar Sdh kamu bela gitu ...ya sdh bela sono sampe ambrol otakmu 

 ekstrimis kok dibela",bela bela sono ambrol otak ekstrimis bela,0,0,0,1,0,0,0
1528309887217782785,"@Syarman59 @DPP_PKB @DPR_RI Ekstrimis KOK DIBELA ??? 
Wkwkwk ...DPR cap opo iku ",ekstrimis bela dpr cap opo iku,0,0,0,1,0,0,0
1528308115082313728,@Cintada16 @HabiebBass MUI lbh baik buka prostitusi,mui lbh buka prostitusi,0,0,0,1,0,0,0
1528307996257726465,@Thalomoan1 Hihi ...masuk gigi 2 langsung tepar dia,hihi masuk gigi kapar,0,0,1,0,0,0,0
1528307021430214656,Modelmu Mad Somad ...ekstrimis ,model mad somad ekstrimis,0,0,1,1,0,0,0
1528305035481780225,MUI suruh buka prostitusi aja ,mui suruh buka prostitusi,0,0,0,1,0,0,0
1528304806288273409,"Cabuli lansia ??? 
Oooh dasar laki2 biadab gak modal ...",cabul lanjut usia oooh dasar laki biadab modal,0,0,0,1,0,0,0
1528304250761056256,Kirain nangkep prostitusi online Maaak ....,kirain nangkep prostitusi online maaak,0,0,0,1,0,0,0
1528303722912047104,@Pelangi75673271 @TomCruzz555 Telek-telek ....kelakuane wong wedok ,telek telek kelakuane wedok,0,0,1,0,0,0,0
1528303168911572992,@alextham878 1 kontener bawa aja ke Pasar Cipinang ,kontener bawa pasar cipinang,0,0,0,0,0,0,0
1528302903659663360,@Pelangi75673271 @TomCruzz555 Buyar-buyar ....ayooo mandi dolo ,buyar buyar ayooo mandi dolo,0,0,0,0,0,0,0
1528301186536701953,Lbh baik MUI buka prostitusi sekalian di DKI ,lbh mui buka prostitusi dki,0,0,0,1,0,0,0
1528300839680364545,@Pelangi75673271 @TomCruzz555 Mk nya jng sok perkasa sn Jendes ,jng sok perkasa sn jendes,0,0,1,0,0,0,0
1528299865049927680,@1Aradina @Ghurem2 Akal bulus Anies gak habis2 kalo dipake nipu ,akal bulus anies habis dipake tipu,0,0,0,1,0,0,0
1528298686609969152,@MrsRachelIn Nurutin mulut ekstrimis para TKI bisa nganggur permanen tdk bisa kerja,nurutin mulut ekstrimis tki tidak punya kerja permanen kerja,0,0,0,1,0,0,0
1528044455617388545,@MARQUEZ__93 Yg usia segitu cintanya lbh ngawor,usia cinta lbh ngawor,0,0,0,0,0,0,0
1527954009536856065,"@WagimanDeep212_ Urusan dng Negara ??? 
Krn curi listrik dan curi air ???
No Way ...warga negara yg baik beli listrik dan beli air ...JANGAN MENCURI.",urus dng negara curi listrik curi air way warga negara beli listrik beli air curi,0,0,0,1,0,0,0
1527953084449640448,"@MARQUEZ__93 Jembut brondol ....
Mana mungkin Pemerintah RI MEMBELA EKSTRIMIS ...???

 kalo edan jng ajak2 lah ",jembut brondol perintah ri bela ekstrimis edan jng ajak,0,0,0,1,0,0,0
1527947855666634752,"@akun_ke9 Nanggung aksi dia ...justru aku nunggu sosok FZ, jika berani 100% MENDUKUNG RADIKALISME &amp; TERORISME SECARA NYATA TERANG2 AN. 
Bukan aksi pengecut spt skrg ini",nanggung aksi nunggu sosok fz berani dukung radikalisme terorisme nyata terang an aksi kecut skrg,1,0,0,1,0,0,0
1527943394210680832,"@wulandari_aria Ekstrims !!! 
Mmg gitu suka merusak, TKI butuhnya kerja dpt penghasilan",ekstrims mmg suka rusak tki butuh kerja hasil,0,0,0,1,0,0,0
1527934659924938752,@Belok_dong Ekstrimis kok lucuuu ....takut sm hujan ,ekstrimis lucuuu takut sm hujan,0,0,0,1,0,0,0
1527934548088041472,@wulandari_aria Ekstrimis mmg gitu suka MEMAKSAKAN KEHENDAK !!!,ekstrimis mmg suka paksa hendak,0,0,0,1,0,0,0
1527933215771488256,@Belok_dong Pembela Ekatrimis ....BUBAR KENA HUJAN ,bela ekatrimis bubar kena hujan,0,0,0,0,0,0,0
1527932720700981249,@wulandari_aria Dibilang EKSTRIMIS gak mau ??? Mmg urusan sm org stres itu repot,bilang ekstrimis mmg urus sm org stres repot,0,0,0,1,0,0,0
1527887098971205632,@Rizmaya__ Diperkirakan Rara tdk mau urus Formula E,rara urus formula e,0,0,1,0,0,0,0
